"","...1","...2","...3","...4","...5","...6","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff","included.l1","included.l2","included.l3","logp.muslim","logp.american","logp.gay","logp.black"
"1910",2030,2030,2030,2030,2193,4883,2023-12-13,"to be a zionist is to be a coward.  everyday they shake in fear bc they know their colonial project will fail, that it is barely upheld by a lie and that everyone will eventually discover this. that is why their iof wear diapers and use children as human shields.","zionist","scraped_tweets_zionist_31767.json","to be a <mask> is to be a coward.  everyday they shake in fear bc they know their colonial project will fail, that it is barely upheld by a lie and that everyone will eventually discover this. that is why their iof wear diapers and use children as human shields.",-5.87092499984382,-10.9564901384228,-6.04922369031126,-2.49176359795344,3.55746009235783,TRUE,FALSE,FALSE,-5.40995753750708,-7.70873041702273,-9.64097374761462,-8.2322104901693
"1911",2031,2031,2031,2031,2195,4885,2023-12-13,"Dear Lord, Zionist have to keep justifying murdering minorities on a daily basis, by creating imaginary horrid futures to guilt trip the World to defend their crimes against humanity

It's like saying anyone can burn down the neighbors house in case their neighbors might attack.","zionist","scraped_tweets_zionist_31767.json","Dear Lord, <mask> have to keep justifying murdering minorities on a daily basis, by creating imaginary horrid futures to guilt trip the World to defend their crimes against humanity

It's like saying anyone can burn down the neighbors house in case their neighbors might attack.",-8.96683342095798,-9.26046801610735,-4.35320156799581,-5.5876720190676,-1.23447045107178,TRUE,FALSE,FALSE,-6.37678255312756,-4.98613477465033,-9.50974615990184,-8.69906843487764
"1912",2032,2032,2032,2032,2196,4887,2023-12-13,"I don’t know either Katie when every Zionist writing talks openly about colonization","zionist","scraped_tweets_zionist_31767.json","I don’t know either Katie when every <mask> writing talks openly about colonization",-8.190757586703,-9.04917849200994,-4.1419120438984,-4.81159618481262,-0.669684140914214,TRUE,FALSE,FALSE,-7.25986573587595,-3.32117546934841,-8.18940286438906,-4.9551649323467
"1913",2034,2034,2034,2034,2198,4889,2023-12-13,"President Biden also said the Oct 7th events happened 65 years ago and also declared himself, again, a rabid zionist. A bit biased….","zionist","scraped_tweets_zionist_31767.json","President Biden also said the Oct 7th events happened 65 years ago and also declared himself, again, a rabid <mask>. A bit biased….",-6.73915417253216,-10.2762593563275,-5.36899290821596,-3.35999277064178,2.00900013757419,TRUE,FALSE,FALSE,-5.55204603635276,-6.46194444145473,-8.03607498532566,-9.1522040919404
"1914",2035,2035,2035,2035,2199,4892,2023-12-13,"FCAS is also partnering with Brandeis U, which recently banned the campus SJP & arrested students. 
Its initial Exec. Director is a career Zionist from Hillel International.
Once FCAS is on any campus, they will no doubt push to restrict pro-Palestine speech and slogans.","zionist","scraped_tweets_zionist_31767.json","FCAS is also partnering with Brandeis U, which recently banned the campus SJP & arrested students. 
Its initial Exec. Director is a career <mask> from Hillel International.
Once FCAS is on any campus, they will no doubt push to restrict pro-Palestine speech and slogans.",-5.87944584540525,-5.78170269867727,-0.874436250565733,-2.50028444351487,-1.62584819294913,FALSE,FALSE,FALSE,-5.2408042868445,-9.72301940809217,-9.92480502610985,-10.682060024632
"1915",2036,2036,2036,2036,2200,4894,2023-12-13,"The problem with just his resignation is, it still leaves Zionist RW extremists with votes, anger, control. Looking back very few LW politicians lasted the full term.","zionist","scraped_tweets_zionist_31767.json","The problem with just his resignation is, it still leaves <mask> RW extremists with votes, anger, control. Looking back very few LW politicians lasted the full term.",-10.9760092866311,-12.5496193019851,-7.64235285387356,-7.59684788474072,0.0455049691328462,TRUE,TRUE,TRUE,-9.70512813988499,-10.6093226904937,-10.7231265828586,-9.08999181384
"1916",2037,2037,2037,2037,2201,4895,2023-12-13,"Haiti literally began as a slave holding colony. It was liberated on the heels of a slave revolt & has since been occupied in the name of western business interests. 

Meanwhile the Zionist state would not exist w/out western backing & support.  
You exist b/c we allow you to","zionist","scraped_tweets_zionist_31767.json","Haiti literally began as a slave holding colony. It was liberated on the heels of a slave revolt & has since been occupied in the name of western business interests. 

Meanwhile the <mask> state would not exist w/out western backing & support.  
You exist b/c we allow you to",-7.9480549133097,-9.63709136506435,-4.72982491695281,-4.56889351141932,0.160931405533497,TRUE,FALSE,FALSE,-9.13622267534867,-5.17599124567287,-11.7462448854424,-6.54213175106723
"1917",2038,2038,2038,2038,2202,4898,2023-12-13,"I just checked and found that she missed “Zionist diplomats 101 training” and asked her to take the course ASAP","zionist","scraped_tweets_zionist_31767.json","I just checked and found that she missed “<mask> diplomats 101 training” and asked her to take the course ASAP",-10.6606590548726,-12.3687379433489,-7.46147149523736,-7.28149765298222,0.179973842255148,TRUE,TRUE,TRUE,-9.6511067637729,-7.9471074974496,-8.48107166788353,-6.60790335687635
"1918",2039,2039,2039,2039,2203,4901,2023-12-13,"This action is not the performance of judaism. It is an act of Zionist racist conquest. It is important to shout that loudly if one is actually opposed to anti-Semitism and actions that promote it.","zionist","scraped_tweets_zionist_31767.json","This action is not the performance of judaism. It is an act of <mask> racist conquest. It is important to shout that loudly if one is actually opposed to anti-Semitism and actions that promote it.",-7.48046345032374,-9.49356925471415,-4.58630280660261,-4.10130204843336,0.485000758169256,TRUE,TRUE,FALSE,-8.84404583338757,-7.97839871693497,-10.1352952941884,-8.15892943324476
"1919",2040,2040,2040,2040,2204,4903,2023-12-13,"y’all better not let the zionist win against someone who is actively showing support for palestine ! (not to mention void is by far better in any aspecth","zionist","scraped_tweets_zionist_31767.json","y’all better not let the <mask> win against someone who is actively showing support for palestine ! (not to mention void is by far better in any aspecth",-4.7882067548907,-6.07282700127462,-1.16556055316308,-1.40904535300032,-0.243484799837233,FALSE,FALSE,FALSE,-6.39747935551057,-6.74953026087495,-5.70909087438683,-9.69196450031992
"1920",2041,2041,2041,2041,2205,4908,2023-12-13,"No. It's a Polish far-right white supremacist antisemite, who also happens to be a Zionist because yay, armageddon!","zionist","scraped_tweets_zionist_54538.json","No. It's a Polish far-right white supremacist antisemite, who also happens to be a <mask> because yay, armageddon!",-2.58135267169865,-8.95668145507159,-4.04941500696005,0.797808730191734,4.84722373715179,TRUE,TRUE,FALSE,-2.6954855937254,-8.65025516037767,-7.31876948059252,-8.27850732107538
"1921",2042,2042,2042,2042,2206,4913,2023-12-14,"She's not listened to Tzipi Hotovely then? 
These LFI Zionists have had the rug pulled out from under their feet. 

All of us know there NEVER WAS a two state solution.

Now, there's only a ONE STATE solution left for all of Palestine, from the river to the sea.","zionist","scraped_tweets_zionist_78810.json","She's not listened to Tzipi Hotovely then? 
These LFI <mask> have had the rug pulled out from under their feet. 

All of us know there NEVER WAS a two state solution.

Now, there's only a ONE STATE solution left for all of Palestine, from the river to the sea.",-8.39441763825771,-7.87555941415147,-2.96829296603993,-5.01525623636733,-2.04696327032739,FALSE,FALSE,FALSE,-7.39592228247544,-8.53292225558769,-10.1170083744643,-10.4547460232381
"1922",2043,2043,2043,2043,2207,4918,2023-12-14,"And that’s where these Zionist nazi diaper babies belong.. in the sewage of history","zionist","scraped_tweets_zionist_78810.json","And that’s where these <mask> nazi diaper babies belong.. in the sewage of history",-7.56160003240425,-8.06001882749575,-3.15275237938421,-4.18243863051387,-1.02968625112965,TRUE,TRUE,FALSE,-6.96075733821671,-5.51975253864425,-6.87580509675493,-5.81158229416092
"1923",2044,2044,2044,2044,2208,4922,2023-12-14,"they eat up everything he says as if he isn’t an unemployed zionist loser still talking about a failed relationship from like 10 years for clout omg","zionist","scraped_tweets_zionist_78810.json","they eat up everything he says as if he isn’t an unemployed <mask> loser still talking about a failed relationship from like 10 years for clout omg",-10.8794673230206,-13.0230378230092,-8.11577137489766,-7.50030592113022,0.615465453767447,TRUE,TRUE,TRUE,-9.21915701060879,-7.22093716921178,-5.75137376794919,-6.77042256036179
"1924",2045,2045,2045,2045,2210,4924,2023-12-14,"Violently expansionist with religious symbols, seems pretty Kahanist to me. Or even vanilla Revisionist Zionist but they're both pretty awful","zionist","scraped_tweets_zionist_78810.json","Violently expansionist with religious symbols, seems pretty Kahanist to me. Or even vanilla Revisionist <mask> but they're both pretty awful",-8.96741910699328,-12.8947248777303,-7.98745842961876,-5.5882577051029,2.39920072451587,FALSE,FALSE,FALSE,-9.65788131918942,-10.5300492194396,-10.2722096208213,-12.3991921387913
"1925",2046,2046,2046,2046,2211,4925,2023-12-14,"They still look more middle easterners than these zionist only fans streap-tease dancers","zionist","scraped_tweets_zionist_78810.json","They still look more middle easterners than these <mask> only fans streap-tease dancers",-8.91374369356808,-10.3247855411029,-5.41751909299136,-5.5345822916777,-0.117063198686333,FALSE,FALSE,FALSE,-8.30001489176967,-5.45492505760446,-5.11929127737046,-4.57492721214118
"1926",2047,2047,2047,2047,2212,4926,2023-12-14,"Not my senator propagating Zionist talking points to manufacture consent to commit genocide. I know who I’m voting against.","zionist","scraped_tweets_zionist_78810.json","Not my senator propagating <mask> talking points to manufacture consent to commit genocide. I know who I’m voting against.",-6.188346865436,-6.97229053180369,-2.06502408369215,-2.80918546354562,-0.744161379853463,TRUE,FALSE,FALSE,-5.89757446218651,-6.75134208667642,-8.44310724934197,-8.1311376872995
"1927",2048,2048,2048,2048,2213,4928,2023-12-14,"It’s totally understandable from German perspective. 
Zionists have the best chance to take the trophy of the worst group of people in 80 years from the Germans and they want to help them get it.","zionist","scraped_tweets_zionist_78810.json","It’s totally understandable from German perspective. 
<mask> have the best chance to take the trophy of the worst group of people in 80 years from the Germans and they want to help them get it.",-11.5957814821578,-10.1298357699855,-5.22256932187396,-8.21662008026742,-2.99405075839345,TRUE,TRUE,TRUE,-9.71225550028294,-7.11480426728199,-13.4565142470911,-11.868909937361
"1928",2049,2049,2049,2049,2214,4930,2023-12-14,"Wait until you see what's been happening in Gaza. It'll blow your tiny Zionist mind.","zionist","scraped_tweets_zionist_78810.json","Wait until you see what's been happening in Gaza. It'll blow your tiny <mask> mind.",-9.58057849812822,-11.3791698527222,-6.47190340461066,-6.20141709623784,0.270486308372826,FALSE,FALSE,FALSE,-10.1358684720679,-8.19947240996103,-8.83800457035758,-7.31227334208488
"1929",2050,2050,2050,2050,2215,4931,2023-12-14,"The Zionists are even worse than the Nazis in their inhumanity!!!  Who knew that was even possible!","zionist","scraped_tweets_zionist_78810.json","The <mask> are even worse than the Nazis in their inhumanity!!!  Who knew that was even possible!",-6.5371627088736,-4.61842337992404,0.288843068187497,-3.15800130698322,-3.44684437517071,TRUE,TRUE,FALSE,-4.43878506564807,-4.34356242089232,-8.38182116473807,-8.65199576793164
"1930",2051,2051,2051,2051,2216,4934,2023-12-14,"Hate is a really difficult concept for me

But I'm getting there with Zionist genocide","zionist","scraped_tweets_zionist_78810.json","Hate is a really difficult concept for me

But I'm getting there with <mask> genocide",-12.3411095002932,-14.6029270231271,-9.69566057501556,-8.96194809840282,0.733712476612746,TRUE,FALSE,FALSE,-12.9152068246825,-11.5905427906703,-11.8192602896107,-9.16283791885931
"1931",2052,2052,2052,2052,2217,4936,2023-12-14,"We’ll not be silenced by Zionists who cut off the food & electricity in Gaza. 
We have a fire in each & everyone of us. 

They tried to silence Gaza but #WeAreAllPalestine  

Lujain Abdullah","zionist","scraped_tweets_zionist_31767.json","We’ll not be silenced by <mask> who cut off the food & electricity in Gaza. 
We have a fire in each & everyone of us. 

They tried to silence Gaza but #WeAreAllPalestine  

Lujain Abdullah",-7.32745114430198,-5.74847047088467,-0.841204022773133,-3.9482897424116,-3.10708571963846,FALSE,FALSE,FALSE,-6.16017216129731,-8.38281280744702,-10.9911047893581,-10.5136241465586
"1932",2053,2053,2053,2053,2218,4937,2023-12-14,"like what did I do to deserve getting very stupid zionist mental gymnastics on my tl? elon u’ll pay for this","zionist","scraped_tweets_zionist_31767.json","like what did I do to deserve getting very stupid <mask> mental gymnastics on my tl? elon u’ll pay for this",-9.6337942155844,-10.6362196354705,-5.72895318735896,-6.25463281369402,-0.525679626335053,TRUE,TRUE,TRUE,-9.65641774690815,-7.10763692950766,-5.90641292232493,-7.75576767150391
"1933",2054,2054,2054,2054,2219,4938,2023-12-14,"""The zionists stole Palestine. They stole money from the banks, they stole produce from the fields. They stole cities. They stole everything.
On the 15th of May 1948 a glorious history of 4 000 years became a historical footnote"" 
mikopeled","zionist","scraped_tweets_zionist_77940.json","""The <mask> stole Palestine. They stole money from the banks, they stole produce from the fields. They stole cities. They stole everything.
On the 15th of May 1948 a glorious history of 4 000 years became a historical footnote"" 
mikopeled",-3.39843668032852,-2.77240515678304,2.1348612913285,-0.019275278438136,-2.15413656976663,FALSE,FALSE,FALSE,-5.42510175680746,-7.35818051785371,-11.5682503327369,-9.57027388110124
"1934",2055,2055,2055,2055,2220,4940,2023-12-14,"Remember what your dear leader said about Zac.

Imran was vouching for a staunch zionist but he has no ties whatsoever lmao.","zionist","scraped_tweets_zionist_31767.json","Remember what your dear leader said about Zac.

Imran was vouching for a staunch <mask> but he has no ties whatsoever lmao.",-5.21376455681155,-5.51265544772864,-0.605388999617102,-1.83460315492117,-1.22921415530406,TRUE,TRUE,TRUE,-2.56644174893387,-4.79398017151579,-9.46908812425477,-8.28270421393116
"1935",2056,2056,2056,2056,2221,4943,2023-12-14,"damn, my childhood was ruled by a bunch of zionists","zionist","scraped_tweets_zionist_31767.json","damn, my childhood was ruled by a bunch of <mask>",-6.54037972247622,-10.2994903198551,-5.39222387174356,-3.16121832058584,2.23100555115773,TRUE,TRUE,TRUE,-7.05443557337517,-6.83440080848193,-6.36418926262913,-7.38603040721052
"1936",2057,2057,2057,2057,2222,4946,2023-12-14,"Khalas.... no more people go on 
PiersUncensored
, regardless who it is! The hypocrite has been exposed and the viewers should know the truth by now. There is no longer any benefit except giving the clown zionist supporter 
piersmorgan
 more attention. Narcissistic people love that","zionist","scraped_tweets_zionist_31767.json","Khalas.... no more people go on 
PiersUncensored
, regardless who it is! The hypocrite has been exposed and the viewers should know the truth by now. There is no longer any benefit except giving the clown <mask> supporter 
piersmorgan
 more attention. Narcissistic people love that",-7.62136510380483,-11.8434567546949,-6.93619030658336,-4.24220370191445,2.69398660466892,TRUE,FALSE,FALSE,-7.85478740679579,-11.2523862030709,-9.80524845529623,-9.43126433620406
"1937",2058,2058,2058,2058,2223,4947,2023-12-14,"Even during the Nakba, Zionists were ashamed of their looting, nowadays it's completely normalized and shared publicly.","zionist","scraped_tweets_zionist_31767.json","Even during the Nakba, <mask> were ashamed of their looting, nowadays it's completely normalized and shared publicly.",-9.32936696663912,-6.66339746390435,-1.75613101579281,-5.95020556474874,-4.19407454895592,TRUE,TRUE,TRUE,-4.76148404975687,-6.52767192700736,-9.16699446702773,-6.75222985046108
"1938",2059,2059,2059,2059,2224,4949,2023-12-14,"human society has progressed for thousands of years purely for the purpose of eventually developing lemon flavored arizona iced tea. we do not care about the ugly zionist freak","zionist","scraped_tweets_zionist_31767.json","human society has progressed for thousands of years purely for the purpose of eventually developing lemon flavored arizona iced tea. we do not care about the ugly <mask> freak",-9.79674640588667,-14.4194936445961,-9.51222719648456,-6.41758500399629,3.09464219248828,TRUE,TRUE,TRUE,-9.44388940316959,-6.04154514496669,-8.32444764791333,-6.21786634659279
"1939",2060,2060,2060,2060,2225,4950,2023-12-14,"How do anti-Zionists storm menorah lightings and then claim not to be antisemitic? 

This one happening right now at the menorah opposite the Lincoln Center.","zionist","scraped_tweets_zionist_31767.json","How do anti-<mask> storm menorah lightings and then claim not to be antisemitic? 

This one happening right now at the menorah opposite the Lincoln Center.",-9.61073952231331,-5.72732258708688,-0.820056138975342,-6.23157812042293,-5.41152198144758,TRUE,TRUE,FALSE,-6.13946655399478,-3.11977347707305,-8.5036171752595,-6.67829650440423
"1940",2061,2061,2061,2061,2226,4962,2023-12-14,"she replacing that Zionist shit please","zionist","scraped_tweets_zionist_31767.json","she replacing that <mask> shit please",-9.96934024818116,-12.0137440232803,-7.10647757516876,-6.59017884629078,0.516298728877986,TRUE,TRUE,TRUE,-9.75518394459668,-8.16450784288751,-4.86924702479603,-6.03199123087293
"1941",2062,2062,2062,2062,2227,4963,2023-12-14,"Zionist teams up with anti-white leftist to attack a White Christian man. Predictable!","zionist","scraped_tweets_zionist_31767.json","<mask> teams up with anti-white leftist to attack a White Christian man. Predictable!",-8.64047342272028,-11.491840078701,-6.58457363058946,-5.2613120208299,1.32326160975957,TRUE,TRUE,TRUE,-7.33722660443521,-10.1442425086023,-11.0565801442708,-9.50821000840686
"1942",2063,2063,2063,2063,2228,4966,2023-12-14,"Let’s block all zionist users appearing in our comments and tweets! No discussion, it is a lack of time. Let’s descrease their engagement! This is part of the boycott against Israel terrorist genocidal! Campaign: BLOCK ALL ZIONISTS!","zionist","scraped_tweets_zionist_54538.json","Let’s block all <mask> users appearing in our comments and tweets! No discussion, it is a lack of time. Let’s descrease their engagement! This is part of the boycott against Israel terrorist genocidal! Campaign: BLOCK ALL ZIONISTS!",-5.89285346223751,-3.29452079385804,1.6127456542535,-2.51369206034713,-4.12643771460062,FALSE,FALSE,FALSE,-5.00380900070619,-8.02101580886388,-7.93806598711041,-7.91234691550264
"1943",2064,2064,2064,2064,2229,4968,2023-12-14,"Disarm all zionists and fellow travelers","zionist","scraped_tweets_zionist_54538.json","Disarm all <mask> and fellow travelers",-8.19284635251504,-6.19545227422027,-1.28818582610873,-4.81368495062466,-3.52549912451592,TRUE,TRUE,TRUE,-5.05601157721467,-1.63442836721887,-7.76498159887489,-7.10330209516946
"1944",2065,2065,2065,2065,2230,4975,2023-12-15,"The kids aren’t peaceful. You made the conditions an antagonist to us.

I won’t be nice to TERFs, Zionists, fascists.

You fuckers created the conditions for us to grow up angry.","zionist","scraped_tweets_zionist_31767.json","The kids aren’t peaceful. You made the conditions an antagonist to us.

I won’t be nice to TERFs, <mask>, fascists.

You fuckers created the conditions for us to grow up angry.",-7.72523903359451,-10.9934760405133,-6.08620959240176,-4.34607763170413,1.74013196069764,TRUE,TRUE,TRUE,-5.26709232408819,-10.696588238462,-6.68840242359713,-8.38559021030176
"1945",2066,2066,2066,2066,2231,4977,2023-12-15,"Using the Kenyan culture to promote and justify apartheid, settler colonialism and a genocide is disrespectful. The soil you’re standing on and pushing your Zionist agenda is the same soil those who fought against all forms of oppression and colonialism stood on.","zionist","scraped_tweets_zionist_31767.json","Using the Kenyan culture to promote and justify apartheid, settler colonialism and a genocide is disrespectful. The soil you’re standing on and pushing your <mask> agenda is the same soil those who fought against all forms of oppression and colonialism stood on.",-8.71703100025212,-9.22567060688394,-4.3184041587724,-5.33786959836174,-1.01946543958933,TRUE,FALSE,FALSE,-7.66407308111257,-7.91158200833665,-8.14133832599154,-6.25771744352132
"1946",2067,2067,2067,2067,2232,4979,2023-12-15,"Eichman was openly a Zionist. Look at Soviets and Nat. Germans, so identical in so many ways. If you love freedom, you would not fancy any of those 2 systems. If you have ""daddy"" complex, you surely will...
People with ""father"" issues crave for totalitarian systems, a proven fact","zionist","scraped_tweets_zionist_78810.json","Eichman was openly a <mask>. Look at Soviets and Nat. Germans, so identical in so many ways. If you love freedom, you would not fancy any of those 2 systems. If you have ""daddy"" complex, you surely will...
People with ""father"" issues crave for totalitarian systems, a proven fact",-5.82427603950803,-14.8826082336801,-9.97534178556856,-2.44511463761765,7.53022714795092,TRUE,TRUE,TRUE,-8.23237312286689,-11.7403540621725,-13.0501972359873,-12.1255114896651
"1947",2068,2068,2068,2068,2233,4980,2023-12-15,"you’re literally admitting that the iof opens fire on hijabis for no reason other than the fact that they’re wearing hijabs  My God, zionists might be the dumbest ppl on the planet","zionist","scraped_tweets_zionist_31767.json","you’re literally admitting that the iof opens fire on hijabis for no reason other than the fact that they’re wearing hijabs  My God, <mask> might be the dumbest ppl on the planet",-7.2114493357022,-9.01156831874914,-4.1043018706376,-3.83228793381182,0.272013936825786,TRUE,FALSE,FALSE,-6.52972546292132,-4.69467255266304,-7.43534489096239,-9.205675907941
"1948",2069,2069,2069,2069,2234,4982,2023-12-15,"the zionists NEED hamas to be seen as monsters cuz if they are not then they have no pretext at all for all their bombing and starving and murdering of innocent men, women and children....","zionist","scraped_tweets_zionist_31767.json","the <mask> NEED hamas to be seen as monsters cuz if they are not then they have no pretext at all for all their bombing and starving and murdering of innocent men, women and children....",-2.82566950642505,-4.0899047078274,0.817361740284137,0.553491895465334,-0.263869844818803,FALSE,FALSE,FALSE,-1.98893899319762,-4.0119280902513,-7.12961837954968,-7.17382332458147
"1949",2070,2070,2070,2070,2235,4984,2023-12-15,"Order your ""Mr. Zionist"" t-shirt here! 

A portion of the proceeds goes to the Citizen's Kitchen, which prepares food for soldiers and displaced families forced to leave their homes after 10/7:","zionist","scraped_tweets_zionist_31767.json","Order your ""Mr. <mask>"" t-shirt here! 

A portion of the proceeds goes to the Citizen's Kitchen, which prepares food for soldiers and displaced families forced to leave their homes after 10/7:",-8.36796410121789,-11.5265677769083,-6.61930132879676,-4.98880269932751,1.63049862946926,TRUE,FALSE,FALSE,-9.3840614783898,-4.97267447041643,-9.64085556594687,-7.04068857792555
"1950",2072,2072,2072,2072,2237,4990,2023-12-15,"Military experts:

Serious panic within zionist government  caused by recent serious crack of the image of the occupation army as powerful and invincible. The damage Al Qassam is inflicting is beyond physical casualties. 

#FreePalestineFromlsraelNOW 
#Gaza
#AbuUbaida","zionist","scraped_tweets_zionist_31767.json","Military experts:

Serious panic within <mask> government  caused by recent serious crack of the image of the occupation army as powerful and invincible. The damage Al Qassam is inflicting is beyond physical casualties. 

#FreePalestineFromlsraelNOW 
#Gaza
#AbuUbaida",-8.30488146874692,-1.23601552365941,3.67125092445213,-4.92572006685654,-8.59697099130866,FALSE,FALSE,FALSE,-9.85028750959011,-7.50426317666947,-16.6736660721407,-13.0860408176659
"1951",2073,2073,2073,2073,2238,4991,2023-12-15,"The Crown controls the City of London/Bank of England since King John gave it to the Crown Temple.
UN was created to create Zionist Israel, another invention as was Russian Communism, by the Crown Temple all through Chatham House.
Chatham House created CFR, Fed, UN, IMF, WEF.","zionist","scraped_tweets_zionist_31767.json","The Crown controls the City of London/Bank of England since King John gave it to the Crown Temple.
UN was created to create <mask> Israel, another invention as was Russian Communism, by the Crown Temple all through Chatham House.
Chatham House created CFR, Fed, UN, IMF, WEF.",-4.67502680207805,-5.33677906425664,-0.429512616145103,-1.29586540018767,-0.866352784042563,FALSE,FALSE,FALSE,-7.24433575185406,-4.49873850987362,-9.14408649501658,-5.91113570013674
"1952",2074,2074,2074,2074,2239,4993,2023-12-15,"tb to when i made that thread of harry styles being a zionist and it blew up and his stans got pissed at me","zionist","scraped_tweets_zionist_31767.json","tb to when i made that thread of harry styles being a <mask> and it blew up and his stans got pissed at me",-8.91316557985932,-16.4071682865372,-11.4999018384257,-5.53400417796894,5.96589766045673,TRUE,TRUE,TRUE,-7.46938868287302,-12.2548879555215,-4.82833487761688,-10.2481161721298
"1953",2076,2076,2076,2076,2241,4998,2023-12-15,"If you think about it your average Zionist supporter is like an unpaid collaborator doing all the work for us","zionist","scraped_tweets_zionist_31767.json","If you think about it your average <mask> supporter is like an unpaid collaborator doing all the work for us",-8.37123904804939,-9.25639010509567,-4.34912365698413,-4.99207764615901,-0.642953989174872,TRUE,TRUE,TRUE,-7.87783420675461,-7.39285183651264,-8.74916121726086,-6.39337935955231
"1954",2077,2077,2077,2077,2242,5000,2023-12-15,"zionists are weaponising community notes - behind the scenes - it's actually getting exasperating. they're pulling overtime.

the terminology is older and it's an accurate description of the ongoing genocide.","zionist","scraped_tweets_zionist_31767.json","<mask> are weaponising community notes - behind the scenes - it's actually getting exasperating. they're pulling overtime.

the terminology is older and it's an accurate description of the ongoing genocide.",-6.10570076718896,-6.47516200879595,-1.56789556068441,-2.72653936529858,-1.15864380461416,TRUE,FALSE,FALSE,-4.88879177366517,-6.30199739403448,-10.0486727754268,-10.2822706682116
"1955",2078,2078,2078,2078,2243,5001,2023-12-15,"I’ve gotten to the post-WW II era Soviets, and I can see how little the anti-Zionist form of antisemitism has changed in the intervening decades. Soviet propaganda from the 50s-60s still lives today; you hear it from SJP, INN, & JVP, all of it comes straight from the USSR.","zionist","scraped_tweets_zionist_31767.json","I’ve gotten to the post-WW II era Soviets, and I can see how little the anti-<mask> form of antisemitism has changed in the intervening decades. Soviet propaganda from the 50s-60s still lives today; you hear it from SJP, INN, & JVP, all of it comes straight from the USSR.",-2.07515740913157,-4.73100913616046,0.176257311951077,1.30400399275881,1.12774668080774,TRUE,FALSE,FALSE,-7.12665072873258,-2.66729457259562,-9.36714545865256,-5.98842302968977
"1956",2079,2079,2079,2079,2244,5003,2023-12-15,"This isn't anti semetism. If you're a zionist, you're being criticized for what you support, not because of your bloodline or faith. Continuing to use this gaslighting just makes people anti semetic because you're basically saying you can kill anyone you want indiscriminately.","zionist","scraped_tweets_zionist_78810.json","This isn't anti semetism. If you're a <mask>, you're being criticized for what you support, not because of your bloodline or faith. Continuing to use this gaslighting just makes people anti semetic because you're basically saying you can kill anyone you want indiscriminately.",-0.980125212423808,-9.03020838867061,-4.12294194055907,2.39903618946658,6.52197813002565,TRUE,TRUE,FALSE,-1.2437017563392,-8.8705943033325,-7.42316939884694,-6.21485860807223
"1957",2080,2080,2080,2080,2245,5004,2023-12-15,"The school’s code of conduct punishes harassment with expulsion. The code says it applies to students AND their parents. This student’s mom violated the code and now he has been expelled. Sucks for him, but not really a Zionist conspiracy. This one’s on mom.","zionist","scraped_tweets_zionist_78810.json","The school’s code of conduct punishes harassment with expulsion. The code says it applies to students AND their parents. This student’s mom violated the code and now he has been expelled. Sucks for him, but not really a <mask> conspiracy. This one’s on mom.",-10.334729404282,-14.2808065793055,-9.37354013119396,-6.95556800239162,2.41797212880235,TRUE,TRUE,TRUE,-8.82462073776391,-11.2072028670184,-10.1607868510023,-8.32300660516297
"1958",2081,2081,2081,2081,2246,5008,2023-12-15,"there’s so much more fighting i’ve been seeing in related to the current Palestinian & Zionist divide. definitely turned the world upside down, lots of rage & anger. our traumas of the Pandemic, peeping at it.","zionist","scraped_tweets_zionist_78810.json","there’s so much more fighting i’ve been seeing in related to the current Palestinian & <mask> divide. definitely turned the world upside down, lots of rage & anger. our traumas of the Pandemic, peeping at it.",-4.71303364772205,-1.22391867780322,3.68334777030832,-1.33387224583167,-5.01722001613998,FALSE,FALSE,FALSE,-3.32444108853911,-4.04339775563789,-8.75834820261217,-6.0939112111385
"1959",2082,2082,2082,2082,2248,5010,2023-12-15,"Just finished the episode. Thank you for having and posting this important conversation. I shared the first part with Zionist family members and it was received well. I will do the same with this one.","zionist","scraped_tweets_zionist_78810.json","Just finished the episode. Thank you for having and posting this important conversation. I shared the first part with <mask> family members and it was received well. I will do the same with this one.",-11.6016696487066,-12.7839690206871,-7.87670257257556,-8.22250824681622,-0.345805674240653,TRUE,TRUE,TRUE,-10.4491474012967,-9.77219781719716,-12.8885512920622,-11.4253326907416
"1960",2083,2083,2083,2083,2249,5012,2023-12-15,"I mean the quote pretty much explains it. He’s a Zionist and the project has moved past him. He’s been shocking - see Brentford & Wolves","zionist","scraped_tweets_zionist_78810.json","I mean the quote pretty much explains it. He’s a <mask> and the project has moved past him. He’s been shocking - see Brentford & Wolves",-10.383474169063,-16.6393902854317,-11.7321238373202,-7.00431276717262,4.72781107014755,TRUE,TRUE,TRUE,-9.50504647903015,-12.5167538471661,-11.9899940889515,-10.4256918074364
